"","trait","id","lor","se","pval"
"656","Exposure to tobacco smoke at home","ukb-b-4462",0.18302153754156,0.0634735319259816,0.00393369052943087
"657","Speech-reception-threshold (SRT) estimate (left)","ukb-b-9052",0.122239805077242,0.0425148608827516,0.00403739248692639
"658","PCT where patients GP was registered: NORTH MANCHESTER PCT","ukb-b-4933",0.914944555112569,0.318490501835838,0.00406912075876964
"659","PCT responsible for patient data: BROMLEY PCT","ukb-b-18915",0.834750410801357,0.290867692874558,0.00410649762758892
"660","Diagnoses - main ICD10: R00.2 Palpitations","ukb-b-19109",0.833640092941142,0.290866641043356,0.00415620666803082
"661","Maximum digits remembered correctly","ukb-b-15122",-0.104565708544537,0.0365457203491412,0.0042200088681014
"662","Operative procedures - secondary OPCS: Z85.6 Ankle joint","ukb-b-15453",0.770156852981262,0.269427756931389,0.00425661010853045
"663","Diagnoses - secondary ICD10: M06.99 Rheumatoid arthritis, unspecified (Site unspecified)","ukb-b-11874",0.867861668099687,0.303726979286591,0.00427161772726262
"664","Diagnoses - main ICD10: R07.2 Precordial pain","ukb-b-20386",0.769710443863879,0.269427390447137,0.0042788397945849
"665","Operation code: wisdom teeth surgery","ukb-b-14782",-0.502835105127291,0.176143255402466,0.00430783044312688
"666","Facial ageing","ukb-b-2148",0.151784899114015,0.053313246412693,0.00441279367743091
"667","Diagnoses - secondary ICD10: D50.9 Iron deficiency anaemia, unspecified","ukb-b-7844",0.792270739678699,0.279518052294888,0.0045909371473539
"668","Treatment/medication code: digoxin","ukb-b-10272",0.95107954729998,0.33564376198073,0.00460271692008956
"669","Treatment/medication code: ventolin 100micrograms inhaler","ukb-b-13148",0.37984939855766,0.134368893883929,0.0046998848391441
"670","Mouth/teeth dental problems: Painful gums","ukb-b-11161",0.370562767417374,0.131190413613275,0.00473370553471937
"671","Sources of admission to hospital (recoded): Temporary place of residence","ukb-b-11285",0.820694423683397,0.290858393281575,0.00477804442118046
"672","Diagnoses - main ICD10: K43.9 Ventral hernia without obstruction or gangrene","ukb-b-677",0.759939064809048,0.269419409162521,0.00479257912631053
"673","PCT responsible for patient data: LEEDS PCT","ukb-b-9261",-0.785239348222909,0.278822365924346,0.00485846627421448
"674","Interval between previous point and current one in numeric path (trail #1)","ukb-b-9917",0.186807110321266,0.0664903160504406,0.00496125674393962
"675","Types of transport used (excluding work): Walk","ukb-b-14926",-0.151055632974844,0.0539437498408945,0.00510640770193849
"676","Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Insulin","ukb-b-14070",0.817876984269321,0.292182855525549,0.00512300826634072
"677","Able to walk or cycle unaided for 10 minutes","ukb-b-14149",-0.317244607933616,0.113337410465147,0.00512426566381147
"678","PCT where patients GP was registered: BIRMINGHAM EAST AND NORTH PCT","ukb-b-10769",0.70524916962139,0.252157929515587,0.00516026839879386
"679","Methods of admission to hospital (recoded): Transfer","ukb-b-1799",0.466848921345527,0.166977531020888,0.00517588237082672
"680","Diagnoses - secondary ICD10: R10.1 Pain localised to upper abdomen","ukb-b-10409",0.846790213907327,0.303705621253698,0.00530027809028365
"681","Diagnoses - main ICD10: N39.0 Urinary tract infection, site not specified","ukb-b-8814",0.533512807463002,0.191349665107069,0.00530089336218275
"682","PCT responsible for patient data: BIRMINGHAM EAST AND NORTH PCT","ukb-b-11459",0.702322494140846,0.252155829446861,0.00534828885636006
"683","Hand grip strength (left)","ukb-b-7478",-0.0746373500409745,0.0267972957186931,0.00534853459093215
"684","Mouth/teeth dental problems: Toothache","ukb-b-19191",0.313981935420986,0.112756338794927,0.00535928624338124
"685","Mineral and other dietary supplements: Fish oil (including cod liver oil)","ukb-b-11075",-0.165764961824327,0.0595816422272709,0.00540003662276707
"686","Methods of discharge from hospital (recoded): Discharged on clinical advice/consent: Transfer within provider","ukb-b-2954",-2.77268133356708,0.99712865917062,0.0054247588830253
"687","Diagnoses - main ICD10: R42 Dizziness and giddiness","ukb-b-5655",0.843728335943753,0.303702554850249,0.0054670990468742
"688","Reported occurrences of cancer","ukb-b-5394",0.26321360075284,0.0947621135086262,0.00547577999362188
"689","Diagnoses - main ICD10: K44.9 Diaphragmatic hernia without obstruction or gangrene","ukb-b-8848",0.457773159204165,0.164820586733964,0.00547952262790977
"690","Added milk to filtered coffee","ukb-b-5332",-0.43250287701158,0.155809202734128,0.00550577103233413
"691","Home location at assessment - north co-ordinate (rounded)","ukb-b-4068",-0.0741153074841776,0.0267083886518531,0.00552047013111992
"692","Types of physical activity in last 4 weeks: Strenuous sports","ukb-b-7663",-0.275750885934362,0.0994425633695144,0.00555478575636743
"693","PCT responsible for patient data: NORTH TYNESIDE PCT","ukb-b-10056",0.622872721595515,0.225808644213943,0.00580833760673451
"694","PCT where patients GP was registered: LEEDS PCT","ukb-b-11388",-0.768654894022424,0.278825770207466,0.00583777169455102
"695","Types of transport used (excluding work): None of the above","ukb-b-12386",0.923728733412259,0.335616153189154,0.00591716071248599
"696","Illnesses of mother: Heart disease","ukb-b-12477",0.18584111151754,0.0675986556740974,0.00597439220777201
"697","Fruit smoothie intake","ukb-b-1780",0.369697793176448,0.134580864659603,0.00601374691823975
"698","Diagnoses - main ICD10: Z09.8 Follow-up examination after other treatment for other conditions","ukb-b-14479",0.739808625611046,0.269403208911748,0.00603080548287249
"699","Diagnoses - main ICD10: R35 Polyuria","ukb-b-5948",0.767508748638452,0.279496722972558,0.00603196932922728
"700","Hip pain for 3+ months","ukb-b-133",0.603750864791214,0.21989175071108,0.00603869014828532
"701","Average monthly beer plus cider intake","ukb-b-20321",0.244722851544026,0.0892463452939113,0.00610468198656722
"702","Diagnoses - secondary ICD10: R00.0 Tachycardia, unspecified","ukb-b-17309",0.975648933051764,0.355910348479209,0.00612008461939497
"703","Diagnoses - secondary ICD10: M19.99 Arthrosis, unspecified (Site unspecified)","ukb-b-20233",0.670547473638082,0.244692639836351,0.0061370737946902
"704","Operative procedures - secondary OPCS: G45.1 Fibreoptic endoscopic examination of upper gastrointestinal tract and biopsy of lesion of upper gastrointestinal tract","ukb-b-16454",0.761292910226737,0.279491450773505,0.00645257199514542
"705","Diagnoses - main ICD10: I84.9 Unspecified haemorrhoids without complication","ukb-b-11261",0.49525989241355,0.182036047291456,0.00651498936291836
"706","Operative procedures - secondary OPCS: R14.9 Unspecified surgical induction of labour","ukb-b-4868",0.86563315651792,0.318436268345897,0.00656009693194094
"707","Diagnoses - main ICD10: N32.8 Other specified disorders of bladder","ukb-b-373",0.732039480998583,0.269397042732635,0.00658118288545735
"708","Operative procedures - secondary OPCS: X29.8 Other specified continuous Infusion of therapeutic substance","ukb-b-15769",0.96705484356371,0.355898868886141,0.00658332126393089
"709","Operative procedures - main OPCS: T52.1 Palmar fasciectomy","ukb-b-15932",0.759388024950546,0.27948984158639,0.00658665489583883
"710","Non-cancer illness code, self-reported: cholelithiasis/gall stones","ukb-b-18700",0.459739387064199,0.169215011243325,0.00658975462164034
"711","pc23","pc23",-0.0282849590817756,0.0104360632652543,0.00672204955847941
"712","Diagnoses - secondary ICD10: G47.3 Sleep apnoea","ukb-b-7853",0.86288706380111,0.318433325725601,0.00673260610178171
"713","Difficulty not smoking for 1 day","ukb-b-1572",0.26863806829533,0.0993087597322694,0.00682880895028265
"714","chip","chip",0.218823402798275,0.0809080059745048,0.00683876751661599
"715","Reason for glasses/contact lenses: Other eye condition","ukb-b-15297",0.784862354175824,0.290831966594034,0.00696151207980304
"716","Average weekly red wine intake","ukb-b-5239",-0.109398658101765,0.040556462902385,0.00698747057681879
"717","Sum of road length of major roads within 100m","ukb-b-10414",0.117212236969191,0.0435571763123289,0.00712388051483521
"718","Non-cancer illness code, self-reported: arthritis (nos)","ukb-b-8229",0.606777181349727,0.225799385593291,0.00720451278396785
"719","Diagnoses - secondary ICD10: Z72.1 Alcohol use","ukb-b-391",0.605457410122321,0.225798458246784,0.00733134409713121
"720","Operative procedures - secondary OPCS: K63.6 Coronary arteriography NEC","ukb-b-9294",0.696497883682205,0.260328309240267,0.0074626858751833
"721","Worry too long after embarrassment","ukb-b-13653",-0.146406741488167,0.0548940465618439,0.00765137559465625
"722","Diagnoses - main ICD10: K22.1 Ulcer of oesophagus","ukb-b-13731",0.63309586888154,0.237859414596411,0.00777612517238929
"723","Diagnoses - secondary ICD10: Z85.8 Personal history of malignant neoplasms of other organs and systems","ukb-b-11231",0.616175686064381,0.231587861971519,0.00779885388591183
"724","Operative procedures - secondary OPCS: Z67.5 Lumbar intervertebral joint","ukb-b-19054",0.773337497276052,0.290811226201862,0.00783166305895985
"725","Methods of admission to hospital (recoded): Transfer: Planned","ukb-b-5559",-2.6529116062079,0.998456324972467,0.00788363628852186
"726","Operative procedures - main OPCS: W91.9 Unspecified other manipulation of joint","ukb-b-4663",0.945420552829547,0.3558704021087,0.00789230101722328
"727","Operative procedures - secondary OPCS: L91.2 Insertion of central venous catheter NEC","ukb-b-2204",0.945420552827573,0.355870402109643,0.00789230101751777
"728","Diagnoses - secondary ICD10: Z95.8 Presence of other cardiac and vascular implants and grafts","ukb-b-15230",0.945420552824036,0.355870402109213,0.00789230101767536
"729","Number of depression episodes","ukb-b-1464",0.208617722660301,0.0785282588624094,0.00789343779852789
"730","Diagnoses - secondary ICD10: K80.2 Calculus of gallbladder without cholecystitis","ukb-b-4303",0.741468786050204,0.279474852165174,0.00797612642261201
"731","Miserableness","ukb-b-18994",0.143145943322672,0.0539663819036402,0.00798976221559664
"732","Operation code: coronary angioplasty (ptca) +/- stent","ukb-b-7869",0.535186670868206,0.202287848954954,0.00815295741953322
"733","Diagnoses - main ICD10: R10.3 Pain localised to other parts of lower abdomen","ukb-b-17456",0.535065836397926,0.202287655916394,0.00816730331950781
"734","Diagnoses - main ICD10: O70.1 Second degree perineal laceration during delivery","ukb-b-10712",0.688394603320274,0.260322364682519,0.00818376094858823
"735","Types of spread used on bread/crackers: Unknown margarine on bread/crackers","ukb-b-11943",0.713233989485064,0.26973070742876,0.00818734471500034
"736","Treatment/medication code: calcichew d3 tablet","ukb-b-11566",0.544723447097019,0.206389700423162,0.00830784828458901
"737","PCT where patients GP was registered: BARNSLEY PCT","ukb-b-14322",0.710346082766726,0.269380074920472,0.00836512300376281
"738","Mouth/teeth dental problems: Loose teeth","ukb-b-12849",0.302308653062502,0.114692471369808,0.00839343652292104
"739","PCT where patients GP was registered: ST HELENS PCT","ukb-b-12381",0.882238795731967,0.335561396151118,0.00856004319705926
"740","PCT responsible for patient data: BARNSLEY PCT","ukb-b-11133",0.798298931648338,0.303658139517889,0.00856515525280002
"741","Diagnoses - secondary ICD10: N17.9 Acute renal failure, unspecified","ukb-b-4963",0.83583066915134,0.318404759142959,0.00866344409384266
"742","Fed-up feelings","ukb-b-19809",0.14271620315505,0.0544367709352935,0.00874956124478601
"743","Duration to complete alphanumeric path (trail #2)","ukb-b-20140",0.183808661994664,0.07011522022222,0.00875378571013782
"744","Operative procedures - secondary OPCS: Y50.8 Other specified approach through abdominal cavity","ukb-b-9961",0.449502485512864,0.171549214422661,0.00878643414721975
"745","Operative procedures - main OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope","ukb-b-3211",0.319589045136605,0.122018776687082,0.00881416249697946
"746","Ever had stillbirth, spontaneous miscarriage or termination","ukb-b-12621",0.213895362840924,0.0818256836972069,0.00894793519000786
"747","Diagnoses - main ICD10: M25.56 Pain in joint (Lower leg)","ukb-b-2083",0.793633973808721,0.303653691346598,0.00895898143130855
"748","Operative procedures - main OPCS: X99.9 Not known (procedure performed)","ukb-b-14396",0.876044695102049,0.335554287657382,0.0090346793693227
"749","Operative procedures - secondary OPCS: U20.1 Transthoracic echocardiography","ukb-b-12362",0.831169707363969,0.318399915255444,0.00904209902004833
"750","Non-cancer illness code, self-reported: pneumonia","ukb-b-4533",0.47514796812181,0.182027922812786,0.00904621523930102
"751","Diagnoses - secondary ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess","ukb-b-13392",0.460728977678653,0.176547609768412,0.00906326383430736
"752","Diagnoses - main ICD10: I21.1 Acute transmural myocardial infarction of inferior wall","ukb-b-5126",0.791890170366461,0.30365203387657,0.00911030421215286
"753","Operative procedures - secondary OPCS: Y97.3 Radiology with post contrast","ukb-b-7675",0.573574890731364,0.220417912633986,0.00926236517853301
"754","Diagnoses - main ICD10: T81.4 Infection following a procedure, not elsewhere classified","ukb-b-5545",0.700713206062348,0.269372656735589,0.009287711554097
"755","Non-cancer illness code, self-reported: gastro-oesophageal reflux (gord) / gastric reflux","ukb-b-16818",0.301745227981597,0.116018444032018,0.00929962408393724
"756","Fractured bone site(s): Arm","ukb-b-19255",0.53669250312459,0.206402803864262,0.00931642697142369
"757","Diagnoses - main ICD10: R04.2 Haemoptysis","ukb-b-4507",0.869888523078511,0.335547266006357,0.00952958469015303
"758","Weekly usage of mobile phone in last 3 months","ukb-b-17999",0.0567675281545568,0.0219464162317713,0.00969161485011772
"759","Diagnoses - secondary ICD10: R06.0 Dyspnoea","ukb-b-19391",0.695723593992304,0.26936884205332,0.00980044905786488
"760","Operative procedures - main OPCS: M29.3 Endoscopic removal of tubal prosthesis from ureter","ukb-b-1016",0.918790351759086,0.355836193505277,0.00982125485249179
"761","logMAR, final (right)","ukb-b-15782",0.123472380797286,0.0479103576384094,0.00996174915818462
"762","Diagnoses - main ICD10: K61.0 Anal abscess","ukb-b-5018",0.916979549426301,0.355833900162933,0.00996655250582068
"763","Main speciality of consultant (recoded): Medical oncology","ukb-b-19304",0.649378812614768,0.252129855009121,0.0100074185670771
